Node Number	Normal Stress (MPa)
169	22.525
170	22.525
171	22.525
172	22.525
173	22.524
174	22.524
175	22.523
176	22.522
177	22.521
178	22.519
179	22.518
180	22.516
181	22.514
182	22.512
183	22.51
184	22.508
185	22.505
186	22.503
187	22.501
188	22.498
189	22.496
190	22.494
191	22.491
192	22.489
193	22.486
194	22.484
195	22.482
196	22.479
197	22.477
198	22.475
199	22.473
200	22.471
201	22.469
202	22.467
203	22.466
204	22.464
205	22.463
206	22.462
207	22.461
208	22.461
209	22.46
210	22.46
211	22.46
212	22.461
213	22.461
214	22.462
215	22.464
216	22.466
217	22.468
218	22.471
219	22.474
220	22.478
221	22.482
222	22.488
223	22.493
224	22.499
225	22.506
226	22.514
227	22.522
228	22.532
229	22.542
230	22.552
231	22.564
232	22.577
233	22.591
234	22.605
235	22.621
236	22.638
237	22.656
238	22.675
239	22.695
240	22.716
241	22.738
242	22.761
243	22.786
244	22.812
245	22.839
246	22.867
247	22.896
248	22.926
249	22.958
250	22.99
251	23.023
252	23.058
253	23.092
254	23.128
255	23.165
256	23.201
257	23.238
258	23.276
259	23.314
260	23.351
261	23.388
262	23.425
263	23.461
264	23.496
265	23.529
266	23.561
267	23.591
268	23.619
269	23.644
270	23.666
271	23.685
272	23.7
273	23.711
274	23.716
275	23.717
276	23.711
277	23.699
278	23.68
279	23.653
280	23.617
281	23.573
282	23.518
283	23.453
284	23.376
285	23.287
286	23.186
287	23.07
288	22.939
289	22.793
290	22.631
291	22.451
292	22.252
293	22.035
294	21.797
295	21.538
296	21.257
297	20.954
298	19.813
299	22.136
300	21.717
301	21.266
302	20.84
303	20.454
304	20.094
305	13.879
306	19.716
307	19.637
308	19.566
309	19.602
310	19.576
311	19.57
312	19.574
313	19.592
314	19.598
315	19.601
316	19.621
317	19.627
318	19.629
319	19.646
320	19.651
321	19.652
322	19.666
323	19.669
324	19.669
325	19.681
326	19.682
327	19.682
328	19.691
329	19.691
330	19.69
331	19.697
332	19.697
333	19.695
334	19.7
335	19.699
336	19.697
337	19.701
338	19.699
339	19.697
340	19.7
341	19.699
342	19.696
343	19.699
344	19.697
345	19.695
346	19.697
347	19.696
348	19.694
349	19.695
350	19.694
351	19.693
352	19.695
353	19.694
354	19.693
355	19.695
356	19.695
357	19.695
358	19.698
359	19.698
360	19.699
361	19.702
362	19.704
363	19.705
364	19.71
365	19.712
366	19.715
367	19.72
368	19.724
369	19.728
370	19.734
371	19.739
372	19.744
373	19.752
374	19.758
375	19.765
376	19.774
377	19.781
378	19.789
379	19.8
380	19.809
381	19.818
382	19.83
383	19.84
384	19.851
385	19.864
386	19.876
387	19.888
388	19.902
389	19.915
390	19.928
391	19.943
392	19.957
393	19.971
394	19.986
395	20.
396	20.013
397	20.029
398	20.042
399	20.055
400	20.07
401	20.082
402	20.094
403	20.106
404	20.116
405	20.125
406	20.135
407	20.141
408	20.146
409	20.151
410	20.153
411	20.152
412	20.151
413	20.145
414	20.137
415	20.127
416	20.113
417	20.095
418	20.074
419	20.049
420	20.018
421	19.985
422	19.945
423	19.899
424	19.85
425	19.793
426	19.729
427	19.661
428	19.583
429	19.499
430	19.408
431	19.308
432	19.199
433	19.083
434	18.956
435	18.82
436	18.675
437	18.52
438	18.354
439	18.178
440	17.991
441	17.793
442	17.585
443	17.365
444	17.133
445	16.891
446	16.636
447	16.371
448	16.095
449	15.808
450	15.509
451	15.202
452	14.884
453	14.557
454	14.222
455	24.754
456	13.529
457	13.173
458	12.812
459	12.448
460	12.082
461	11.715
462	11.35
463	10.988
464	10.631
465	10.282
466	9.9423
467	9.6175
468	9.3063
469	9.015
470	8.7439
471	8.5022
472	8.2867
473	8.1053
474	7.9576
475	7.853
476	7.7881
477	7.7688
478	7.7965
479	7.8769
480	8.0177
481	8.2525
482	8.5979
483	9.1251
484	11.161
485	10.127
486	9.6881
487	9.2533
488	8.8211
489	8.4011
490	7.9917
491	7.59
492	7.2101
493	6.849
494	6.5054
495	6.1859
496	5.894
497	5.633
498	5.396
499	5.2051
500	5.0495
501	4.9383
502	4.8722
503	4.8648
504	4.9018
505	4.9999
506	5.1485
507	5.3534
508	5.6139
509	5.9348
510	6.3241
511	6.8112
512	7.4203
513	8.159
514	10.714
515	16.66
516	16.794
517	16.837
518	16.896
519	16.833
520	16.774
521	16.684
522	16.536
523	16.341
524	16.184
525	15.929
526	15.663
527	15.391
528	15.13
529	14.81
530	14.468
531	14.108
532	13.733
533	13.35
534	12.955
535	12.543
536	12.127
537	11.702
538	11.291
539	10.897
540	10.515
541	-7.3584
542	16.509
543	16.342
544	16.34
545	16.412
546	16.336
547	16.361
548	16.384
549	16.242
550	16.26
551	16.235
552	15.996
553	16.024
554	15.967
555	15.639
556	15.715
557	15.539
558	15.184
559	15.241
560	14.785
561	14.709
562	14.649
563	14.144
564	14.159
565	13.949
566	13.398
567	13.437
568	13.139
569	12.597
570	12.564
571	12.288
572	11.683
573	11.842
574	11.31
575	10.888
576	10.617
577	10.077
578	9.7801
579	9.791
580	8.9456
581	9.2264
582	8.7122
583	7.7577
584	8.4565
585	7.703
586	7.4605
587	7.0208
588	6.885
589	6.0115
590	6.6543
591	4.5635
592	5.0829
593	5.6737
594	2.6831
595	3.6842
596	3.1351
597	-0.17253
598	3.3624
599	4.0456
600	0.71095
601	1.4209
602	0.26751
603	0.34052
604	-0.81772
605	-2.3879
606	-3.017
607	-3.8686
608	-29.426
609	-17.68
610	-26.249
611	-32.057
612	-1.2137
613	-22.04
614	-13.805
615	-12.67
616	-9.9106
617	-13.999
618	-7.3976
619	-2.8171
620	2.6181
621	4.0538
622	4.1399
623	4.4338
624	4.4458
625	4.2871
626	4.1953
627	3.9949
628	3.6964
629	3.474
630	3.202
631	2.8664
632	2.6129
633	2.3345
634	2.0131
635	1.7742
636	1.5283
637	1.2419
638	1.0144
639	0.76411
640	0.48578
641	0.26698
642	5.2031e-002
643	-0.18381
644	-0.36013
645	-0.52323
646	-0.71423
647	-0.85731
648	-0.97696
649	-1.1245
650	-1.2257
651	-1.3027
652	-1.411
653	-1.4728
654	-1.5096
655	-1.5818
656	-1.6082
657	-1.6081
658	-1.6496
659	-1.645
660	-1.6217
661	-1.6609
662	-1.6855
663	-1.703
664	-1.7547
665	-1.7838
666	-1.7977
667	-1.84
668	-1.8607
669	-1.8656
670	-1.8776
671	-1.9044
672	-1.8927
673	-1.8891
674	-1.904
675	-1.8766
676	-1.8567
677	-1.8579
678	-1.8225
679	-1.8235
680	-1.856
681	-1.8658
682	-1.8864
683	-1.9224
684	-1.9338
685	-1.9485
686	-1.978
687	-1.979
688	-1.9814
689	-1.9984
690	-1.9843
691	-1.9698
692	-1.9723
693	-1.9389
694	-1.9197
695	-1.9372
696	-1.9451
697	-1.9511
698	-1.9717
699	-1.9766
700	-1.9733
701	-1.9811
702	-1.9703
703	-1.9472
704	-1.9365
705	-1.904
706	-1.8572
707	-1.8238
708	-1.7735
709	-1.7303
710	-1.7053
711	-1.6718
712	-1.6309
713	-1.594
714	-1.5449
715	-1.4836
716	-1.4247
717	-1.3506
718	-1.2629
719	-1.1695
720	-1.0741
721	-0.95494
722	-0.84353
723	-0.74218
724	-0.63805
725	-0.5462
726	-0.51752
727	-1.0311
728	3.441
729	5.8555e-002
730	0.83072
731	1.4898
732	2.0722
733	2.568
734	3.0175
735	2.5079
736	2.4369
737	2.5103
738	2.6996
739	2.9838
740	3.3291
741	3.7043
742	4.0754
743	4.4141
744	4.6974
745	4.9141
746	5.063
747	5.1443
748	5.1678
749	5.1407
750	5.0738
751	4.9758
752	4.8565
753	4.7207
754	4.5775
755	4.4291
756	4.2818
757	4.1374
758	3.9981
759	3.8659
760	3.7419
761	3.6265
762	3.5205
763	3.4247
764	3.3381
765	3.2612
766	3.1935
767	3.135
768	3.0849
769	3.0434
770	3.0089
771	2.982
772	2.9618
773	2.9472
774	2.9386
775	2.9342
776	2.9342
777	2.9374
778	2.9435
779	2.9518
780	2.9616
781	2.9719
782	2.9825
783	2.9929
784	3.0027
785	3.0113
786	3.0191
787	3.026
788	3.0318
789	3.0365
790	3.0409
791	3.0443
792	3.0469
793	3.049
794	3.051
795	3.051
796	3.0511
797	3.049
798	3.0461
799	3.0421
800	3.0352
801	3.0271
802	3.0174
803	3.0052
804	2.9915
805	2.9761
806	2.9596
807	2.9419
808	2.9233
809	2.9039
810	2.8839
811	2.8629
812	2.8418
813	2.8196
814	2.7965
815	2.7727
816	2.7485
817	2.722
818	2.6955
819	2.6678
820	2.64
821	2.6118
822	2.5837
823	2.5556
824	2.5286
825	2.5019
826	2.4767
827	2.4521
828	2.429
829	2.4075
830	2.3871
831	2.3688
832	2.352
833	2.3379
834	2.3266
835	2.3187
836	2.3146
837	2.3147
838	2.3198
839	2.3313
840	2.348
841	2.3724
842	2.4045
843	2.445
844	2.4968
845	2.56
846	2.6377
847	2.7326
848	2.8467
849	2.9764
850	3.1199
851	3.2754
852	-0.13853
853	2.236
854	3.7316
855	7.3836
856	15.047
857	15.702
858	16.739
859	16.529
860	-2.043
861	-0.24471
862	0.64909
863	3.4109
864	5.229
865	5.6321
866	6.1099
867	6.5607
868	7.2597
869	8.2057
870	8.8874
871	9.2117
872	10.324
873	10.997
874	11.298
875	12.18
876	12.964
877	13.351
878	14.749
879	15.341
880	15.996
881	16.289
882	17.286
883	17.718
884	-4.1396
885	-0.82809
886	-3.6729
887	0.58691
888	1.9629
889	3.1486
890	2.6055
891	4.0557
892	4.4328
893	5.4564
894	6.214
895	5.8249
896	6.958
897	7.5593
898	8.1912
899	8.8313
900	8.5203
901	9.5035
902	9.1631
903	10.179
904	10.857
905	11.452
906	11.147
907	11.782
908	12.159
909	13.278
910	12.901
911	14.
912	13.652
913	14.676
914	15.233
915	14.964
916	15.487
917	16.315
918	16.04
919	16.815
920	16.577
921	17.248
922	17.663
923	17.448
924	18.117
925	17.89
926	17.984
927	-3.8066
928	-6.4246
929	-6.2236
930	-6.202
931	-5.627
932	-3.181
933	-0.92413
934	0.84323
935	2.6715
936	3.1496
937	3.5582
938	4.9609
939	5.3006
940	5.6002
941	5.9085
942	6.2184
943	6.546
944	7.2075
945	7.4946
946	7.7617
947	7.9769
948	8.2814
949	8.9202
950	9.5216
951	10.043
952	10.323
953	10.573
954	11.14
955	11.433
956	11.717
957	12.297
958	13.152
959	13.381
960	13.831
961	14.283
962	14.826
963	15.377
964	15.846
965	16.109
966	16.323
967	16.5
968	16.666
969	16.821
970	17.125
971	17.529
972	17.75
973	18.046
974	-2.5825
975	5.4751
976	0.89157
977	1.3879
978	1.1759
979	1.2877
980	0.99063
981	1.1021
982	0.96756
983	0.97189
984	0.83511
985	0.88786
986	0.74078
987	0.80553
988	0.74325
989	0.75903
990	0.72481
991	0.70146
992	0.71567
993	0.68027
994	0.71647
995	0.6718
996	0.73687
997	0.74881
998	0.74546
999	0.73172
1000	0.76489
1001	0.76254
1002	0.81283
1003	0.81517
1004	0.83403
1005	0.90713
1006	0.90078
1007	0.95659
1008	0.92363
1009	0.96054
1010	0.96954
1011	1.0256
1012	1.0288
1013	1.0482
1014	1.0864
1015	1.0457
1016	1.0737
1017	1.1028
1018	1.1464
1019	1.1003
1020	1.0731
1021	1.1127
1022	1.118
1023	1.0797
1024	1.119
1025	1.082
1026	1.1212
1027	1.0927
1028	1.1543
1029	1.1412
1030	1.1532
1031	1.1773
1032	1.1549
1033	1.197
1034	1.1551
1035	1.2153
1036	1.2131
1037	1.1866
1038	1.1948
1039	1.2234
1040	1.2231
1041	1.3278
1042	1.2982
1043	1.4799
1044	1.465
1045	1.6065
1046	1.5763
1047	1.8038
1048	1.6813
1049	2.0757
1050	1.9077
1051	2.3368
1052	2.1762
1053	2.5998
1054	2.4571
1055	2.942
1056	2.7784
1057	3.2774
1058	3.5989
1059	3.4496
1060	3.909
1061	3.7725
1062	4.1164
1063	4.1349
1064	3.8378
1065	4.0368
1066	3.07
1067	3.5163
1068	1.675
1069	2.4464
1070	-0.11835
1071	0.7784
1072	-2.1053
1073	-0.98471
1074	-1.8144
1075	-1.1544
1076	0.24688
1077	1.3775
1078	0.83891
1079	2.5063
1080	3.5144
1081	3.0401
1082	4.363
1083	5.0333
1084	4.7054
1085	5.6566
1086	6.3389
1087	5.9971
1088	6.9972
1089	7.5997
1090	8.1839
1091	8.7918
1092	8.4888
1093	9.4225
1094	9.1001
1095	10.046
1096	10.684
1097	11.291
1098	10.992
1099	11.824
1100	12.477
1101	13.192
1102	12.832
1103	13.895
1104	15.199
1105	14.901
1106	15.794
1107	15.496
1108	16.366
1109	16.08
1110	16.908
1111	17.397
1112	17.158
1113	17.855
1114	18.279
1115	18.077
1116	18.35
1117	18.383
1118	18.633
1119	19.005
1120	18.843
1121	19.201
1122	19.324
1123	19.347
1124	19.405
1125	19.262
1126	19.058
1127	18.715
1128	18.943
1129	18.409
1130	18.631
1131	17.992
1132	18.237
1133	17.486
1134	17.814
1135	16.831
1136	17.258
1137	16.05
1138	16.55
1139	15.193
1140	15.681
1141	14.491
1142	14.926
1143	13.597
1144	14.052
1145	12.62
1146	13.129
1147	11.636
1148	12.197
1149	10.584
1150	11.163
1151	9.6234
1152	10.158
1153	8.6021
1154	7.6684
1155	8.1322
1156	6.8011
1157	7.1925
1158	6.1663
1159	5.777
1160	5.9463
1161	5.4719
1162	5.568
1163	5.4157
1164	5.519
1165	5.4402
1166	5.8475
1167	6.513
1168	7.4053
1169	8.4172
1170	7.9001
1171	9.4946
1172	10.575
1173	10.061
1174	11.672
1175	12.722
1176	12.224
1177	13.702
1178	14.718
1179	14.252
1180	15.641
1181	15.216
1182	16.476
1183	16.102
1184	17.241
1185	16.904
1186	17.945
1187	17.632
1188	18.593
1189	18.314
1190	19.18
1191	18.925
1192	19.681
1193	19.514
1194	20.14
1195	19.947
1196	20.515
1197	20.35
1198	20.831
1199	20.707
1200	21.1
1201	20.992
1202	21.314
1203	21.234
1204	21.529
1205	21.448
1206	21.682
1207	21.637
1208	21.804
1209	21.773
1210	21.895
1211	21.878
1212	21.97
1213	21.956
1214	21.997
1215	22.023
1216	22.023
1217	22.034
1218	22.053
1219	22.062
1220	22.015
1221	22.054
1222	22.016
1223	22.035
1224	21.993
1225	22.022
1226	21.971
1227	21.992
1228	21.933
1229	21.967
1230	21.888
1231	21.919
1232	21.834
1233	21.875
1234	21.796
1235	21.832
1236	21.752
1237	21.784
1238	21.71
1239	21.747
1240	21.676
1241	21.621
1242	21.667
1243	21.593
1244	21.614
1245	21.548
1246	21.578
1247	21.514
1248	21.543
1249	21.481
1250	21.514
1251	21.468
1252	21.487
1253	21.43
1254	21.463
1255	21.396
1256	21.427
1257	21.384
1258	21.402
1259	21.377
1260	21.331
1261	21.369
1262	21.331
1263	21.359
1264	21.344
1265	21.338
1266	21.319
1267	21.312
1268	21.304
1269	21.309
1270	21.312
1271	21.317
1272	21.333
1273	21.321
1274	21.314
1275	21.321
1276	21.336
1277	21.333
1278	21.335
1279	21.32
1280	21.341
1281	21.319
1282	21.339
1283	21.317
1284	21.339
1285	21.337
1286	21.341
1287	21.319
1288	21.361
1289	21.338
1290	21.347
1291	21.353
1292	21.361
1293	21.346
1294	21.367
1295	21.343
1296	21.361
1297	21.335
1298	21.354
1299	21.338
1300	21.364
1301	21.334
1302	21.363
1303	21.342
1304	21.369
1305	21.332
1306	21.357
1307	21.325
1308	21.351
1309	21.307
1310	21.342
1311	21.315
1312	21.329
1313	21.308
1314	21.324
1315	21.326
1316	21.321
1317	21.349
1318	21.351
1319	21.413
1320	1.5141
1321	0.68487
1322	0.52214
1323	0.44891
1324	0.26243
1325	0.21861
1326	0.18252
1327	0.16555
1328	0.12805
1329	7.1734e-002
1330	0.10501
1331	4.8549e-002
1332	0.1091
1333	0.10353
1334	0.1161
1335	0.14232
1336	0.11368
1337	0.1528
1338	0.14812
1339	0.19697
1340	0.23976
1341	0.20266
1342	0.26807
1343	0.24313
1344	0.29153
1345	0.27875
1346	0.3189
1347	0.36327
1348	0.40531
1349	0.4164
1350	0.47143
1351	0.34107
1352	0.36683
1353	0.41648
1354	0.33176
1355	0.4042
1356	0.41631
1357	0.4902
1358	0.54799
1359	0.49049
1360	0.49548
1361	0.52339
1362	0.5365
1363	0.54965
1364	0.61571
1365	0.62959
1366	0.64113
1367	0.76747
1368	0.88545
1369	0.91448
1370	1.0837
1371	1.2935
1372	1.575
1373	1.8963
1374	2.1931
1375	2.5784
1376	2.7802
1377	2.9461
1378	3.3163
1379	3.6723
1380	3.9209
1381	3.9755
1382	3.8916
1383	3.6945
1384	2.8106
1385	1.0559
1386	-1.4362
1387	-3.8517
1388	-9.1303
1389	-9.1589
1390	-8.8734
1391	-7.9926
1392	-6.8245
1393	-3.9787
1394	-1.4025
1395	0.43627
1396	1.1294
1397	1.68
1398	2.5493
1399	2.9639
1400	3.3286
1401	4.327
1402	4.75
1403	5.136
1404	5.508
1405	5.8596
1406	6.5505
1407	7.2136
1408	7.515
1409	7.8067
1410	8.0772
1411	8.366
1412	8.6694
1413	8.9796
1414	9.5764
1415	10.153
1416	10.439
1417	10.71
1418	11.019
1419	11.303
1420	11.59
1421	11.872
1422	12.151
1423	12.44
1424	13.008
1425	13.269
1426	13.513
1427	13.748
1428	13.979
1429	14.429
1430	14.663
1431	14.896
1432	15.11
1433	15.318
1434	15.491
1435	15.656
1436	15.807
1437	15.941
1438	16.072
1439	16.198
1440	16.326
1441	16.462
1442	16.708
1443	16.817
1444	16.94
1445	17.044
1446	17.161
1447	17.321
1448	17.444
1449	17.593
1450	17.799
1451	18.205
1452	18.382
1453	18.459
1454	18.405
1455	18.436
1456	18.494
1457	18.328
1458	18.071
1459	17.792
1460	17.379
1461	16.894
1462	16.412
1463	16.108
1464	15.897
1465	15.419
1466	15.079
1467	14.264
1468	13.467
1469	13.209
1470	12.743
1471	11.922
1472	11.595
1473	11.011
1474	10.138
1475	9.3169
1476	8.5264
1477	8.2173
1478	7.7922
1479	7.1756
1480	6.887
1481	6.6732
1482	6.4617
1483	6.636
1484	6.9345
1485	6.7453
1486	6.7209
1487	6.5841
1488	6.6235
1489	6.7545
1490	6.9927
1491	7.2647
1492	7.6116
1493	7.9916
1494	8.3953
1495	8.8354
1496	9.2634
1497	9.7355
1498	10.161
1499	10.67
1500	11.145
1501	11.635
1502	12.103
1503	12.595
1504	13.028
1505	13.516
1506	13.936
1507	14.452
1508	14.808
1509	15.259
1510	15.61
1511	16.361
1512	17.066
1513	17.395
1514	17.705
1515	18.025
1516	18.299
1517	18.81
1518	19.3
1519	19.705
1520	20.049
1521	20.345
1522	20.611
1523	20.835
1524	21.026
1525	21.175
1526	21.294
1527	21.389
1528	21.462
1529	21.507
1530	21.537
1531	21.515
1532	21.545
1533	21.535
1534	21.517
1535	21.492
1536	21.466
1537	21.429
1538	21.398
1539	21.354
1540	21.306
1541	21.308
1542	21.271
1543	21.267
1544	21.219
1545	21.205
1546	21.191
1547	21.155
1548	21.141
1549	21.152
1550	21.114
1551	21.096
1552	21.106
1553	21.064
1554	21.021
1555	21.004
1556	20.957
1557	20.954
1558	20.991
1559	20.992
1560	20.99
1561	20.983
1562	20.962
1563	20.99
1564	20.961
1565	20.963
1566	20.953
1567	20.953
1568	20.932
1569	20.937
1570	20.929
1571	20.947
1572	20.929
1573	20.945
1574	20.926
1575	20.933
1576	20.91
1577	20.929
1578	20.919
1579	20.941
1580	20.931
1581	20.92
1582	20.933
1583	20.93
1584	20.94
1585	20.928
1586	20.939
1587	20.932
1588	20.931
1589	20.894
1590	20.928
1591	20.933
1592	20.962
1593	20.95
1594	20.958
1595	20.934
1596	20.956
1597	20.943
1598	20.957
1599	20.953
1600	20.963
1601	20.952
1602	20.958
1603	20.951
1604	20.959
1605	20.946
1606	20.947
1607	20.916
1608	20.948
1609	20.921
1610	20.954
1611	20.932
1612	20.943
1613	20.91
1614	20.934
1615	20.924
1616	20.929
1617	20.908
1618	20.919
1619	20.909
1620	20.911
1621	20.873
1622	20.899
1623	20.902
1624	20.939
1625	20.96
1626	20.931
1627	0.98982
1628	1.8385
1629	1.9792
1630	1.6297
1631	1.7417
1632	1.4952
1633	1.571
1634	1.4381
1635	1.4535
1636	1.3576
1637	1.3622
1638	1.2925
1639	1.3331
1640	1.3017
1641	1.2905
1642	1.2927
1643	1.267
1644	1.3021
1645	1.2767
1646	1.3001
1647	1.2834
1648	1.2238
1649	1.3124
1650	1.363
1651	1.3419
1652	1.3638
1653	1.3823
1654	1.4041
1655	1.4171
1656	1.4703
1657	1.4726
1658	1.5066
1659	1.5461
1660	1.5557
1661	1.5623
1662	1.5771
1663	1.5978
1664	1.6453
1665	1.65
1666	1.6957
1667	1.7471
1668	1.7059
1669	1.7265
1670	1.7308
1671	1.7466
1672	1.7588
1673	1.7598
1674	1.7876
1675	1.7711
1676	1.7888
1677	1.7476
1678	1.7886
1679	1.7703
1680	1.7874
1681	1.7933
1682	1.7906
1683	1.7876
1684	1.8062
1685	1.7828
1686	1.8241
1687	1.7903
1688	1.8009
1689	1.7872
1690	1.8214
1691	1.7679
1692	1.8078
1693	1.8182
1694	1.824
1695	1.9082
1696	1.8821
1697	1.9994
1698	1.9748
1699	2.1576
1700	2.0682
1701	2.2845
1702	2.1951
1703	2.4964
1704	2.355
1705	2.7371
1706	2.6046
1707	2.9938
1708	2.8588
1709	3.3342
1710	3.1415
1711	3.6016
1712	3.445
1713	3.9064
1714	3.7731
1715	4.1832
1716	4.0615
1717	4.3729
1718	4.3247
1719	4.3887
1720	4.4238
1721	4.1318
1722	4.3107
1723	3.5181
1724	3.8461
1725	2.457
1726	3.0123
1727	1.1693
1728	1.784
1729	8.0609e-003
1730	0.42629
1731	-1.0454e-002
1732	1.1351e-002
1733	0.52096
1734	0.24154
1735	1.2551
1736	0.85492
1737	2.1477
1738	1.6946
1739	3.0425
1740	2.5742
1741	3.8924
1742	3.4899
1743	4.6741
1744	4.3102
1745	5.2917
1746	4.9863
1747	5.882
1748	5.5859
1749	6.4808
1750	6.1796
1751	7.0704
1752	6.7748
1753	7.6384
1754	7.3567
1755	8.1757
1756	7.9034
1757	8.7374
1758	8.4545
1759	9.324
1760	9.0312
1761	9.9203
1762	9.6056
1763	10.539
1764	10.232
1765	11.147
1766	10.847
1767	11.753
1768	11.448
1769	12.406
1770	12.072
1771	13.104
1772	12.755
1773	13.81
1774	13.457
1775	14.503
1776	14.16
1777	15.164
1778	14.836
1779	15.813
1780	15.489
1781	16.424
1782	16.122
1783	17.01
1784	16.723
1785	17.551
1786	17.285
1787	18.055
1788	17.8
1789	18.507
1790	18.291
1791	18.786
1792	18.672
1793	19.148
1794	18.939
1795	19.595
1796	19.399
1797	19.922
1798	19.792
1799	20.188
1800	20.091
1801	20.292
1802	20.282
1803	20.365
1804	20.373
1805	20.306
1806	20.385
1807	20.077
1808	20.248
1809	19.873
1810	20.032
1811	19.529
1812	19.786
1813	19.126
1814	19.434
1815	18.503
1816	18.921
1817	17.641
1818	18.215
1819	17.431
1820	16.276
1821	16.645
1822	15.289
1823	15.703
1824	14.25
1825	14.632
1826	13.037
1827	13.778
1828	11.934
1829	12.636
1830	10.674
1831	11.385
1832	9.4048
1833	10.063
1834	8.1743
1835	8.8724
1836	6.9341
1837	7.5373
1838	5.8409
1839	6.3636
1840	4.9739
1841	5.3687
1842	4.4394
1843	4.6396
1844	4.3779
1845	4.1345
1846	4.1854
1847	4.1837
1848	4.3387
1849	4.1615
1850	4.9765
1851	4.5439
1852	5.9542
1853	5.4125
1854	7.1312
1855	6.5227
1856	8.3969
1857	7.7516
1858	9.6772
1859	9.0453
1860	10.907
1861	10.316
1862	12.161
1863	11.565
1864	13.327
1865	12.762
1866	14.417
1867	13.901
1868	15.508
1869	14.998
1870	16.422
1871	16.01
1872	17.331
1873	16.929
1874	18.144
1875	17.791
1876	18.827
1877	18.563
1878	19.499
1879	19.202
1880	20.026
1881	19.807
1882	20.529
1883	20.343
1884	20.981
1885	20.793
1886	21.292
1887	21.177
1888	21.61
1889	21.496
1890	21.851
1891	21.765
1892	22.029
1893	21.974
1894	22.226
1895	22.159
1896	22.357
1897	22.308
1898	22.433
1899	22.422
1900	22.516
1901	22.498
1902	22.553
1903	22.548
1904	22.573
1905	22.618
1906	22.541
1907	22.58
1908	22.568
1909	22.579
1910	22.517
1911	22.578
1912	22.48
1913	22.524
1914	22.435
1915	22.482
1916	22.411
1917	22.435
1918	22.361
1919	22.424
1920	22.308
1921	22.351
1922	22.253
1923	22.29
1924	22.191
1925	22.234
1926	22.148
1927	22.179
1928	22.108
1929	22.15
1930	22.067
1931	22.103
1932	21.998
1933	22.054
1934	21.97
1935	21.994
1936	21.935
1937	21.959
1938	21.899
1939	21.93
1940	21.868
1941	21.905
1942	21.847
1943	21.884
1944	21.788
1945	21.836
1946	21.788
1947	21.809
1948	21.763
1949	21.779
1950	21.75
1951	21.743
1952	21.739
1953	21.747
1954	21.719
1955	21.739
1956	21.705
1957	21.762
1958	21.709
1959	21.726
1960	21.696
1961	21.717
1962	21.683
1963	21.713
1964	21.671
1965	21.706
1966	21.675
1967	21.714
1968	21.707
1969	21.71
1970	21.708
1971	21.722
1972	21.723
1973	21.707
1974	21.708
1975	21.707
1976	21.716
1977	21.718
1978	21.723
1979	21.747
1980	21.711
1981	21.723
1982	21.721
1983	21.74
1984	21.695
1985	21.722
1986	21.728
1987	21.731
1988	21.722
1989	21.742
1990	21.72
1991	21.738
1992	21.745
1993	21.75
1994	21.733
1995	21.753
1996	21.735
1997	21.746
1998	21.731
1999	21.748
2000	21.72
2001	21.753
2002	21.735
2003	21.753
2004	21.729
2005	21.752
2006	21.729
2007	21.748
